Row ID;Order Date;Ship Date;Country;State;Product ID;Category;Product Name;Sales;Quantity;Discount;Profit
3691;30/10/2015;2/11/2015;United States;Colorado;TEC-MA-10000597;Technology;Lexmark S315 Color Inkjet Printer;59,994;2;0,7;-45,9954
3692;30/10/2015;2/11/2015;United States;Colorado;TEC-CO-10001571;Technology;Sharp 1540cs Digital Laser Copier;439,992;1;0,2;164,997
3693;30/10/2015;2/11/2015;United States;Colorado;TEC-PH-10004531;Technology;OtterBox Commuter Series Case - iPhone 5 & 5s;87,96;5;0,2;30,786
3694;30/10/2015;2/11/2015;United States;Colorado;FUR-FU-10003026;Furniture;Eldon Regeneration Recycled Desk Accessories, Black;15,488;4;0,2;3,6784
3695;15/10/2016;20/10/2016;United States;Virginia;OFF-BI-10002082;Office Supplies;GBC Twin Loop Wire Binding Elements;232,96;7;0;116,48
3696;15/10/2016;20/10/2016;United States;Virginia;OFF-EN-10002312;Office Supplies;#10 Self-Seal White Envelopes;66,54;6;0;32,6046
3697;15/10/2016;20/10/2016;United States;Virginia;OFF-AP-10000696;Office Supplies;Holmes Odor Grabber;43,26;3;0;14,2758
3698;19/11/2015;21/11/2015;United States;Washington;FUR-FU-10000305;Furniture;"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""";141,96;2;0;22,7136
3699;13/9/2014;17/9/2014;United States;Arizona;OFF-ST-10001034;Office Supplies;Eldon File Chest Portable File;79,4;5;0,2;5,955
3700;13/11/2017;18/11/2017;United States;New York;TEC-AC-10004114;Technology;KeyTronic 6101 Series - Keyboard - Black;163,96;4;0;70,5028
3701;24/12/2017;29/12/2017;United States;New York;FUR-FU-10001602;Furniture;"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear";37,93;1;0;6,8274
3702;9/1/2016;13/1/2016;United States;Ohio;FUR-FU-10002445;Furniture;DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;15,168;2;0,2;3,792
3703;13/6/2015;19/6/2015;United States;Alabama;OFF-AR-10004269;Office Supplies;Newell 31;24,78;6;0;6,9384
3704;13/6/2015;19/6/2015;United States;Alabama;OFF-BI-10001249;Office Supplies;Avery Heavy-Duty EZD View Binder with Locking Rings;19,14;3;0;8,8044
3705;13/6/2015;19/6/2015;United States;Alabama;TEC-CO-10004202;Technology;Brother DCP1000 Digital 3 in 1 Multifunction Machine;899,97;3;0;314,9895
3706;13/6/2015;19/6/2015;United States;Alabama;OFF-PA-10003363;Office Supplies;Xerox 204;32,4;5;0;15,552
3707;18/3/2017;22/3/2017;United States;Texas;OFF-AR-10001915;Office Supplies;Peel-Off China Markers;23,832;3;0,2;6,5538
3708;23/11/2014;27/11/2014;United States;Texas;FUR-FU-10001940;Furniture;Staple-based wall hangings;6,368;2;0,6;-2,5472
3709;23/11/2014;27/11/2014;United States;Texas;OFF-AP-10004336;Office Supplies;Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;34,176;3;0,8;-87,1488
3710;23/11/2014;27/11/2014;United States;Texas;TEC-AC-10003709;Technology;Maxell 4.7GB DVD-R 5/Pack;5,544;7;0,2;1,6632
3711;15/10/2017;17/10/2017;United States;California;FUR-TA-10001705;Furniture;Bush Advantage Collection Round Conference Table;510,24;3;0,2;6,378
3712;15/10/2017;17/10/2017;United States;California;OFF-PA-10000675;Office Supplies;Xerox 1919;204,95;5;0;100,4255
3713;21/4/2017;24/4/2017;United States;Washington;TEC-AC-10000521;Technology;Verbatim Slim CD and DVD Storage Cases, 50/Pack;11,54;1;0;3,462
3714;21/4/2017;24/4/2017;United States;Washington;FUR-FU-10004622;Furniture;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;162,6;3;0;34,146
3715;8/12/2014;10/12/2014;United States;Washington;OFF-PA-10001954;Office Supplies;Xerox 1964;45,68;2;0;21,0128
3716;8/12/2014;10/12/2014;United States;Washington;FUR-CH-10002602;Furniture;DMI Arturo Collection Mission-style Design Wood Chair;603,92;5;0,2;45,294
3717;29/5/2017;2/6/2017;United States;Nebraska;OFF-FA-10004395;Office Supplies;Plymouth Boxed Rubber Bands by Plymouth;23,55;5;0;1,1775
3718;19/9/2016;23/9/2016;United States;Georgia;OFF-SU-10003002;Office Supplies;Letter Slitter;5,04;2;0;0,1512
3719;19/9/2016;23/9/2016;United States;Georgia;TEC-AC-10002926;Technology;Logitech Wireless Marathon Mouse M705;249,95;5;0;107,4785
3720;17/9/2016;23/9/2016;United States;Indiana;OFF-AR-10002656;Office Supplies;Sanford Liquid Accent Highlighters;33,4;5;0;12,358
3721;20/12/2016;24/12/2016;United States;Mississippi;FUR-FU-10001918;Furniture;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;18,92;4;0;7,3788
3722;20/12/2016;24/12/2016;United States;Mississippi;OFF-BI-10003910;Office Supplies;DXL Angle-View Binders with Locking Rings by Samsill;15,42;2;0;6,939
3723;22/11/2017;26/11/2017;United States;Texas;OFF-AR-10000122;Office Supplies;Newell 314;35,712;8;0,2;2,232
3724;30/12/2014;4/1/2015;United States;Arizona;OFF-BI-10004600;Office Supplies;Ibico Ibimaster 300 Manual Binding System;551,985;5;0,7;-459,9875
3725;3/4/2017;5/4/2017;United States;Illinois;OFF-AR-10003045;Office Supplies;Prang Colored Pencils;7,056;3;0,2;2,205
3726;26/12/2016;2/1/2017;United States;Colorado;OFF-AP-10000252;Office Supplies;Harmony HEPA Quiet Air Purifiers;18,72;2;0,2;3,51
3727;5/6/2016;11/6/2016;United States;Delaware;OFF-ST-10001496;Office Supplies;Standard Rollaway File with Lock;360,38;2;0;93,6988
3728;5/6/2016;11/6/2016;United States;Delaware;OFF-AR-10000122;Office Supplies;Newell 314;11,16;2;0;2,79
3729;5/6/2016;11/6/2016;United States;Delaware;OFF-LA-10000407;Office Supplies;Avery White Multi-Purpose Labels;14,94;3;0;6,8724
3730;18/9/2015;23/9/2015;United States;Maryland;OFF-ST-10004950;Office Supplies;Acco Perma 3000 Stacking Storage Drawers;41,96;2;0;7,9724
3731;18/9/2015;23/9/2015;United States;Maryland;OFF-ST-10004123;Office Supplies;Safco Industrial Wire Shelving System;636,86;7;0;0
3732;18/9/2015;23/9/2015;United States;Maryland;TEC-PH-10000730;Technology;Samsung Galaxy S4 Active;499,99;1;0;129,9974
3733;18/9/2015;23/9/2015;United States;Maryland;TEC-PH-10000895;Technology;Polycom VVX 310 VoIP phone;1259,93;7;0;327,5818
3734;18/9/2015;23/9/2015;United States;Maryland;OFF-BI-10000962;Office Supplies;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";65,08;4;0;31,8892
3735;6/3/2017;11/3/2017;United States;New York;OFF-PA-10002254;Office Supplies;Xerox 1883;26,38;1;0;12,1348
3736;6/3/2017;11/3/2017;United States;New York;FUR-FU-10002554;Furniture;Westinghouse Floor Lamp with Metal Mesh Shade, Black;71,97;3;0;16,5531
3737;17/3/2016;17/3/2016;United States;Delaware;TEC-PH-10000673;Technology;Plantronics Voyager Pro HD - Bluetooth Headset;129,98;2;0;62,3904
3738;17/3/2016;17/3/2016;United States;Delaware;OFF-BI-10000962;Office Supplies;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";32,54;2;0;15,9446
3739;9/12/2016;13/12/2016;United States;Michigan;TEC-PH-10003988;Technology;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;10,9;1;0;3,052
3740;9/12/2016;13/12/2016;United States;Michigan;TEC-AC-10001109;Technology;Logitech Trackman Marble Mouse;59,98;2;0;25,1916
3741;9/12/2016;13/12/2016;United States;Michigan;OFF-AP-10002311;Office Supplies;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;61,929;1;0,1;23,3954
3742;15/1/2016;21/1/2016;United States;New York;OFF-EN-10001137;Office Supplies;#10 Gummed Flap White Envelopes, 100/Box;16,52;4;0;7,5992
3743;15/1/2016;21/1/2016;United States;New York;OFF-PA-10004285;Office Supplies;Xerox 1959;60,12;9;0;28,8576
3744;15/1/2016;21/1/2016;United States;New York;OFF-BI-10002225;Office Supplies;"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""";49,536;3;0,2;17,3376
3745;24/10/2014;24/10/2014;United States;South Carolina;OFF-FA-10002763;Office Supplies;Advantus Map Pennant Flags and Round Head Tacks;11,85;3;0;3,792
3746;23/9/2016;28/9/2016;United States;Georgia;OFF-ST-10003058;Office Supplies;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;118,25;5;0;34,2925
3747;23/9/2016;28/9/2016;United States;Georgia;FUR-CH-10002084;Furniture;Hon Mobius Operator's Chair;368,97;3;0;81,1734
3748;27/8/2017;29/8/2017;United States;California;FUR-FU-10002937;Furniture;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";198,46;2;0;99,23
3749;27/8/2017;29/8/2017;United States;California;OFF-AP-10001242;Office Supplies;APC 7 Outlet Network SurgeArrest Surge Protector;321,92;4;0;96,576
3750;27/8/2017;29/8/2017;United States;California;TEC-CO-10001571;Technology;Sharp 1540cs Digital Laser Copier;879,984;2;0,2;329,994
3751;27/8/2017;29/8/2017;United States;California;OFF-SU-10002503;Office Supplies;Acme Preferred Stainless Steel Scissors;28,4;5;0;8,236
3752;27/8/2017;29/8/2017;United States;California;FUR-CH-10004886;Furniture;Bevis Steel Folding Chairs;230,28;3;0,2;23,028
3753;27/8/2017;29/8/2017;United States;California;OFF-PA-10001289;Office Supplies;White Computer Printout Paper by Universal;116,28;3;0;56,9772
3754;27/8/2017;29/8/2017;United States;California;OFF-BI-10003650;Office Supplies;GBC DocuBind 300 Electric Binding Machine;841,568;2;0,2;294,5488
3755;27/8/2017;29/8/2017;United States;California;OFF-ST-10001370;Office Supplies;Sensible Storage WireTech Storage Systems;354,9;5;0;17,745
3756;3/3/2016;6/3/2016;United States;Texas;OFF-PA-10001892;Office Supplies;"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4";42,784;7;0,2;15,5092
3757;3/3/2016;6/3/2016;United States;Texas;FUR-CH-10004983;Furniture;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;563,43;5;0,3;-56,343
3758;29/2/2016;4/3/2016;United States;Ohio;OFF-AR-10001615;Office Supplies;Newell 34;111,104;7;0,2;8,3328
3759;18/9/2015;23/9/2015;United States;California;OFF-AR-10003602;Office Supplies;Quartet Omega Colored Chalk, 12/Pack;11,68;2;0;5,4896
3760;18/9/2015;23/9/2015;United States;California;OFF-SU-10004782;Office Supplies;"Elite 5"" Scissors";16,9;2;0;5,07
3761;18/9/2015;23/9/2015;United States;California;FUR-FU-10001591;Furniture;Advantus Panel Wall Certificate Holder - 8.5x11;24,4;2;0;10,248
3762;12/5/2017;17/5/2017;United States;Massachusetts;OFF-PA-10000659;Office Supplies;TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page;87,6;5;0;42,048
3763;13/8/2016;18/8/2016;United States;Wisconsin;FUR-BO-10001337;Furniture;O'Sullivan Living Dimensions 2-Shelf Bookcases;241,96;2;0;24,196
3764;13/8/2016;18/8/2016;United States;Wisconsin;OFF-BI-10003529;Office Supplies;Avery Round Ring Poly Binders;8,52;3;0;4,1748
3765;25/2/2017;2/3/2017;United States;Illinois;OFF-BI-10002609;Office Supplies;Avery Hidden Tab Dividers for Binding Systems;1,788;3;0,8;-3,0396
3766;21/3/2016;25/3/2016;United States;Texas;FUR-TA-10004767;Furniture;Safco Drafting Table;99,372;2;0,3;-1,4196
3767;21/3/2016;25/3/2016;United States;Texas;OFF-AR-10001868;Office Supplies;Prang Dustless Chalk Sticks;1,344;1;0,2;0,504
3768;8/12/2015;10/12/2015;United States;Texas;TEC-PH-10004896;Technology;Nokia Lumia 521 (T-Mobile);119,96;5;0,2;11,996
3769;16/12/2014;20/12/2014;United States;Florida;FUR-CH-10000988;Furniture;Hon Olson Stacker Stools;1013,832;9;0,2;101,3832
3770;16/12/2014;20/12/2014;United States;Florida;OFF-FA-10000490;Office Supplies;"OIC Binder Clips, Mini, 1/4"" Capacity, Black";1,984;2;0,2;0,6696
3771;17/12/2016;21/12/2016;United States;California;FUR-TA-10004256;Furniture;Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables;2003,52;6;0,2;-325,572
3772;12/5/2016;17/5/2016;United States;Pennsylvania;OFF-ST-10004804;Office Supplies;"Belkin 19"" Vented Equipment Shelf, Black";82,368;2;0,2;-19,5624
3773;6/8/2014;11/8/2014;United States;South Carolina;TEC-AC-10000023;Technology;Maxell 74 Minute CD-R Spindle, 50/Pack;62,91;3;0;22,6476
3774;11/4/2014;13/4/2014;United States;Florida;OFF-FA-10001332;Office Supplies;"Acco Banker's Clasps, 5 3/4""-Long";6,912;3;0,2;2,3328
3775;11/4/2014;13/4/2014;United States;Florida;TEC-AC-10002001;Technology;Logitech Wireless Gaming Headset G930;383,976;3;0,2;81,5949
3776;11/4/2014;13/4/2014;United States;Florida;OFF-PA-10000029;Office Supplies;Xerox 224;10,368;2;0,2;3,6288
3777;11/4/2014;13/4/2014;United States;Florida;TEC-AC-10001874;Technology;Logitech Wireless Anywhere Mouse MX for PC and Mac;335,944;7;0,2;41,993
3778;3/5/2015;8/5/2015;United States;California;FUR-FU-10002298;Furniture;"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";665,88;6;0;106,5408
3779;30/11/2017;2/12/2017;United States;Florida;TEC-PH-10002564;Technology;OtterBox Defender Series Case - Samsung Galaxy S4;71,976;3;0,2;8,997
3780;16/2/2017;20/2/2017;United States;New York;OFF-PA-10003465;Office Supplies;Xerox 1912;37,94;2;0;18,2112
3781;16/11/2014;20/11/2014;United States;Kansas;TEC-PH-10000038;Technology;Jawbone MINI JAMBOX Wireless Bluetooth Speaker;273,96;2;0;10,9584
3782;9/7/2015;14/7/2015;United States;Pennsylvania;TEC-PH-10003072;Technology;Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System;269,982;3;0,4;40,4973
3783;13/11/2017;16/11/2017;United States;Tennessee;OFF-PA-10003424;Office Supplies;"""While you Were Out"" Message Book, One Form per Page";8,904;3;0,2;3,339
3784;13/11/2017;16/11/2017;United States;Tennessee;OFF-ST-10003716;Office Supplies;Tennsco Double-Tier Lockers;720,064;4;0,2;-63,0056
3785;31/7/2017;4/8/2017;United States;Florida;TEC-AC-10003590;Technology;TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem;41,424;2;0,2;8,2848
3786;26/12/2017;30/12/2017;United States;Ohio;OFF-BI-10000494;Office Supplies;Acco Economy Flexible Poly Round Ring Binder;3,132;2;0,7;-2,61
3787;31/10/2016;4/11/2016;United States;California;OFF-ST-10002615;Office Supplies;Dual Level, Single-Width Filing Carts;1085,42;7;0;282,2092
3788;4/9/2016;9/9/2016;United States;Texas;OFF-AR-10002804;Office Supplies;Faber Castell Col-Erase Pencils;3,912;1;0,2;1,0269
3789;4/9/2016;9/9/2016;United States;Texas;OFF-AR-10001044;Office Supplies;BOSTON Ranger #55 Pencil Sharpener, Black;62,376;3;0,2;7,0173
3790;17/4/2016;21/4/2016;United States;Nebraska;OFF-FA-10000134;Office Supplies;Advantus Push Pins, Aluminum Head;29,05;5;0;9,0055
3791;5/7/2014;11/7/2014;United States;California;OFF-BI-10001670;Office Supplies;Vinyl Sectional Post Binders;180,96;6;0,2;67,86
3792;27/2/2015;28/2/2015;United States;Pennsylvania;OFF-BI-10000343;Office Supplies;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";4,419;3;0,7;-3,3879
3793;27/2/2015;28/2/2015;United States;Pennsylvania;OFF-AR-10002257;Office Supplies;Eldon Spacemaker Box, Quick-Snap Lid, Clear;16,032;6;0,2;2,2044
3794;27/11/2015;1/12/2015;United States;New York;OFF-AR-10001915;Office Supplies;Peel-Off China Markers;29,79;3;0;12,5118
3795;27/1/2014;2/2/2014;United States;California;OFF-ST-10003692;Office Supplies;Recycled Steel Personal File for Hanging File Folders;57,23;1;0;14,3075
3796;27/1/2014;2/2/2014;United States;California;FUR-TA-10003469;Furniture;Balt Split Level Computer Training Table;333;3;0,2;-16,65
3797;27/1/2014;2/2/2014;United States;California;OFF-AR-10003179;Office Supplies;Dixon Ticonderoga Core-Lock Colored Pencils;36,44;4;0;12,0252
3798;23/9/2017;26/9/2017;United States;Florida;OFF-PA-10003395;Office Supplies;Xerox 1941;251,64;3;0,2;88,074
3799;4/11/2017;5/11/2017;United States;North Carolina;FUR-TA-10004575;Furniture;Hon 5100 Series Wood Tables;523,764;3;0,4;-192,0468
3800;4/11/2017;5/11/2017;United States;North Carolina;TEC-PH-10002483;Technology;Motorola Moto X;1359,96;5;0,2;118,9965
3801;14/10/2016;20/10/2016;United States;North Carolina;FUR-CH-10003606;Furniture;SAFCO Folding Chair Trolley;102,592;1;0,2;10,2592
3802;14/10/2016;20/10/2016;United States;North Carolina;TEC-AC-10002473;Technology;Maxell 4.7GB DVD-R;22,704;1;0,2;5,9598
3803;14/10/2016;20/10/2016;United States;North Carolina;OFF-PA-10002319;Office Supplies;Xerox 1944;93,024;3;0,2;33,7212
3804;14/10/2016;20/10/2016;United States;North Carolina;OFF-SU-10000946;Office Supplies;Staple remover;12,768;2;0,2;1,4364
3805;14/10/2016;20/10/2016;United States;North Carolina;OFF-EN-10001335;Office Supplies;White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;35,008;4;0,2;13,128
3806;14/10/2016;20/10/2016;United States;North Carolina;OFF-PA-10002377;Office Supplies;Xerox 1916;39,152;1;0,2;14,682
3807;12/11/2015;19/11/2015;United States;Florida;OFF-AR-10001246;Office Supplies;Newell 317;11,76;5;0,2;1,323
3808;12/11/2015;19/11/2015;United States;Florida;OFF-BI-10003291;Office Supplies;Wilson Jones Leather-Like Binders with DublLock Round Rings;5,238;2;0,7;-4,0158
3809;12/11/2015;19/11/2015;United States;Florida;OFF-BI-10002799;Office Supplies;"SlimView Poly Binder, 3/8""";4,662;3;0,7;-3,7296
3810;12/11/2015;19/11/2015;United States;Florida;FUR-CH-10003298;Furniture;Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal;523,92;5;0,2;-72,039
3811;12/11/2015;19/11/2015;United States;Florida;TEC-PH-10000441;Technology;VTech DS6151;100,792;1;0,2;10,0792
3812;12/11/2015;19/11/2015;United States;Florida;FUR-CH-10004477;Furniture;Global Push Button Manager's Chair, Indigo;146,136;3;0,2;16,4403
3813;5/3/2017;5/3/2017;United States;Wisconsin;OFF-LA-10003537;Office Supplies;Avery 515;25,06;2;0;11,7782
3814;5/11/2015;9/11/2015;United States;Illinois;OFF-LA-10004484;Office Supplies;Avery 476;19,824;6;0,2;6,4428
3815;8/7/2016;8/7/2016;United States;Florida;TEC-PH-10002824;Technology;Jabra SPEAK 410 Multidevice Speakerphone;823,96;5;0,2;51,4975
3816;8/7/2016;8/7/2016;United States;Florida;OFF-PA-10004965;Office Supplies;Xerox 1921;15,984;2;0,2;4,995
3817;15/9/2015;19/9/2015;United States;Alabama;FUR-TA-10003569;Furniture;Bretford CR8500 Series Meeting Room Furniture;801,96;2;0;200,49
3818;15/9/2015;19/9/2015;United States;Alabama;TEC-PH-10003187;Technology;Anker Astro Mini 3000mAh Ultra-Compact Portable Charger;59,97;3;0;0
3819;15/9/2015;19/9/2015;United States;Alabama;FUR-CH-10004853;Furniture;Global Manager's Adjustable Task Chair, Storm;1056,86;7;0;306,4894
3820;9/10/2017;14/10/2017;United States;New York;OFF-BI-10001031;Office Supplies;Pressboard Data Binders by Wilson Jones;12,816;3;0,2;4,3254
3821;9/10/2017;14/10/2017;United States;New York;FUR-BO-10003034;Furniture;O'Sullivan Elevations Bookcase, Cherry Finish;314,352;3;0,2;-15,7176
3822;9/10/2017;14/10/2017;United States;New York;OFF-PA-10000069;Office Supplies;TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack;18,98;2;0;8,9206
3823;9/10/2017;14/10/2017;United States;New York;OFF-BI-10003655;Office Supplies;Durable Pressboard Binders;18,24;6;0,2;6,156
3824;14/9/2015;18/9/2015;United States;New York;OFF-ST-10000585;Office Supplies;Economy Rollaway Files;991,2;6;0;257,712
3825;14/9/2015;18/9/2015;United States;New York;TEC-CO-10001571;Technology;Sharp 1540cs Digital Laser Copier;879,984;2;0,2;329,994
3826;14/9/2015;18/9/2015;United States;New York;OFF-BI-10002012;Office Supplies;Wilson Jones Easy Flow II Sheet Lifters;12,96;9;0,2;4,536
3827;7/10/2014;12/10/2014;United States;Texas;OFF-ST-10001228;Office Supplies;Fellowes Personal Hanging Folder Files, Navy;107,44;10;0,2;10,744
3828;7/5/2017;11/5/2017;United States;Michigan;FUR-CH-10004086;Furniture;Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs;1458,65;5;0;423,0085
3829;7/5/2017;11/5/2017;United States;Michigan;FUR-CH-10002017;Furniture;SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair;26,64;1;0;7,4592
3830;7/5/2017;11/5/2017;United States;Michigan;FUR-CH-10000595;Furniture;Safco Contoured Stacking Chairs;476,8;2;0;119,2
3831;7/5/2017;11/5/2017;United States;Michigan;OFF-AP-10001563;Office Supplies;Belkin Premiere Surge Master II 8-outlet surge protector;87,444;2;0,1;18,4604
3832;14/11/2015;19/11/2015;United States;Delaware;FUR-FU-10004017;Furniture;"Executive Impressions 13"" Chairman Wall Clock";76,14;3;0;26,649
3833;14/11/2015;19/11/2015;United States;Delaware;OFF-BI-10002571;Office Supplies;"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""";19,96;2;0;9,3812
3834;24/11/2014;24/11/2014;United States;Ohio;TEC-PH-10000560;Technology;Samsung Galaxy S III - 16GB - pebble blue (T-Mobile);1049,97;5;0,4;-209,994
3835;24/11/2014;24/11/2014;United States;Ohio;FUR-CH-10000847;Furniture;Global Executive Mid-Back Manager's Chair;611,058;3;0,3;-34,9176
3836;8/4/2014;15/4/2014;United States;Arizona;OFF-FA-10000611;Office Supplies;Binder Clips by OIC;2,368;2;0,2;0,8288
3837;8/4/2014;15/4/2014;United States;Arizona;OFF-PA-10004733;Office Supplies;Things To Do Today Spiral Book;19,008;3;0,2;6,8904
3838;26/7/2014;2/8/2014;United States;Nevada;TEC-PH-10001363;Technology;Apple iPhone 5S;911,984;2;0,2;113,998
3839;26/7/2014;2/8/2014;United States;Nevada;FUR-CH-10003312;Furniture;Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs;674,352;3;0,2;-109,5822
3840;26/7/2014;2/8/2014;United States;Nevada;FUR-FU-10004018;Furniture;Tensor Computer Mounted Lamp;134,01;9;0;36,1827
3841;26/7/2014;2/8/2014;United States;Nevada;TEC-AC-10004814;Technology;Logitech Illuminated Ultrathin Keyboard with Backlighting;170,97;3;0;70,0977
3842;8/6/2014;12/6/2014;United States;Tennessee;FUR-CH-10002647;Furniture;Situations Contoured Folding Chairs, 4/Set;170,352;3;0,2;10,647
3843;28/10/2014;31/10/2014;United States;California;OFF-BI-10004140;Office Supplies;Avery Non-Stick Binders;7,184;2;0,2;2,245
3844;28/10/2014;31/10/2014;United States;California;OFF-SU-10002301;Office Supplies;Serrated Blade or Curved Handle Hand Letter Openers;6,28;2;0;0,0628
3845;28/10/2014;31/10/2014;United States;California;OFF-SU-10000646;Office Supplies;Premier Automatic Letter Opener;480,74;2;0;14,4222
3846;28/10/2014;31/10/2014;United States;California;FUR-BO-10001337;Furniture;O'Sullivan Living Dimensions 2-Shelf Bookcases;616,998;6;0,15;-36,294
3847;28/10/2014;31/10/2014;United States;California;OFF-ST-10003442;Office Supplies;Eldon Portable Mobile Manager;141,4;5;0;38,178
3848;25/11/2017;27/11/2017;United States;Michigan;OFF-ST-10001097;Office Supplies;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;501,81;3;0;0
3849;22/9/2017;23/9/2017;United States;Arkansas;OFF-BI-10004318;Office Supplies;Ibico EB-19 Dual Function Manual Binding System;691,96;4;0;318,3016
3850;22/9/2017;23/9/2017;United States;Arkansas;TEC-AC-10004633;Technology;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;34,95;5;0;15,378
3851;4/12/2015;9/12/2015;United States;Missouri;OFF-PA-10001970;Office Supplies;Xerox 1881;85,96;7;0;40,4012
3852;21/9/2015;21/9/2015;United States;Massachusetts;FUR-FU-10004006;Furniture;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;85,3;2;0;14,501
3853;26/11/2017;29/11/2017;United States;Illinois;OFF-BI-10001524;Office Supplies;GBC Premium Transparent Covers with Diagonal Lined Pattern;33,568;8;0,8;-53,7088
3854;6/6/2017;10/6/2017;United States;California;FUR-FU-10004164;Furniture;Eldon 300 Class Desk Accessories, Black;4,95;1;0;2,178
3855;6/6/2017;10/6/2017;United States;California;OFF-ST-10002957;Office Supplies;Sterilite Show Offs Storage Containers;26,4;5;0;0
3856;23/10/2017;28/10/2017;United States;Texas;OFF-BI-10004364;Office Supplies;Storex Dura Pro Binders;3,564;3;0,8;-6,237
3857;23/10/2017;28/10/2017;United States;Texas;TEC-PH-10002824;Technology;Jabra SPEAK 410 Multidevice Speakerphone;823,96;5;0,2;51,4975
3858;23/10/2017;28/10/2017;United States;Texas;OFF-AR-10000634;Office Supplies;Newell 320;10,272;3;0,2;0,8988
3859;20/12/2014;20/12/2014;United States;Colorado;TEC-AC-10001539;Technology;Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology;447,944;7;0,2;89,5888
3860;17/2/2017;22/2/2017;United States;Illinois;FUR-TA-10001932;Furniture;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";480,96;3;0,5;-269,3376
3861;17/2/2017;22/2/2017;United States;Illinois;TEC-PH-10002789;Technology;LG Exalt;124,792;1;0,2;10,9193
3862;3/5/2014;10/5/2014;United States;New York;OFF-BI-10004828;Office Supplies;GBC Poly Designer Binding Covers;40,176;3;0,2;14,5638
3863;3/5/2014;10/5/2014;United States;New York;OFF-BI-10003981;Office Supplies;"Avery Durable Plastic 1"" Binders";10,896;3;0,2;3,9498
3864;17/10/2017;19/10/2017;United States;California;OFF-AR-10001770;Office Supplies;Economy #2 Pencils;10,64;4;0;2,7664
3865;28/11/2015;3/12/2015;United States;Illinois;FUR-FU-10004904;Furniture;"Eldon ""L"" Workstation Diamond Chairmat";151,96;5;0,6;-182,352
3866;27/7/2014;29/7/2014;United States;California;TEC-AC-10002842;Technology;WD My Passport Ultra 2TB Portable External Hard Drive;238;2;0;38,08
3867;23/4/2017;25/4/2017;United States;Indiana;TEC-AC-10003590;Technology;TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem;155,34;6;0;55,9224
3868;23/10/2015;27/10/2015;United States;California;TEC-AC-10000710;Technology;Maxell DVD-RAM Discs;148,32;9;0;63,7776
3869;23/10/2015;27/10/2015;United States;California;FUR-CH-10004495;Furniture;Global Leather and Oak Executive Chair, Black;240,784;1;0,2;27,0882
3870;23/10/2015;27/10/2015;United States;California;FUR-CH-10004540;Furniture;Global Chrome Stack Chair;191,968;7;0,2;16,7972
3871;23/10/2015;27/10/2015;United States;California;OFF-PA-10004971;Office Supplies;Xerox 196;11,56;2;0;5,6644
3872;23/10/2015;27/10/2015;United States;California;OFF-EN-10002600;Office Supplies;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;11,8;4;0;5,664
